Time,ECG
1622007943.855794,1.8496000000000004
1622007943.863904,2.0164
1622007943.8678508,2.1904
1622007943.8762038,2.4336
1622007943.8803546,2.6895999999999995
1622007943.888316,2.9240999999999997
1622007943.896405,3.0276
1622007943.9005523,3.1329000000000002
1622007943.908688,3.2761
1622007943.9127445,3.3489000000000004
1622007943.9210203,3.3124000000000002
1622007943.9253287,3.24
1622007943.9335105,3.0276
1622007943.9377189,2.7556
1622007943.945841,2.6569
1622007943.9497237,2.5921000000000003
1622007943.9581845,2.5281000000000002
1622007943.9623032,2.4649
1622007943.9704335,2.3104
1622007943.9744003,2.1025
1622007943.9826882,2.0164
1622007943.986824,2.0164
1622007943.9949932,1.9880999999999998
1622007943.9990232,1.9320999999999997
1622007944.0073483,1.9599999999999997
1622007944.0114105,2.0736
1622007944.0194595,2.2201
1622007944.0235825,2.4649
1622007944.0316505,2.7224999999999997
1622007944.035798,2.8899999999999997
1622007944.0439603,2.8560999999999996
1622007944.0521576,2.7556
1622007944.056276,2.6569
1622007944.064732,2.7556
1622007944.0686047,2.8560999999999996
1622007944.07703,2.7556
1622007944.0811696,2.6244000000000005
1622007944.0893226,2.5281000000000002
1622007944.09318,2.4649
1622007944.10151,2.4336
1622007944.1057477,2.4336
1622007944.1138628,2.3716
1622007944.1180503,2.4336
1622007944.1262527,2.4649
1622007944.130333,2.4336
1622007944.138583,2.3104
1622007944.1426725,2.3716
1622007944.1508412,2.4649
1622007944.154815,2.5921000000000003
1622007944.162784,2.5921000000000003
1622007944.166872,2.6895999999999995
1622007944.1749425,2.6569
1622007944.1790876,2.5281000000000002
1622007944.1873546,2.4025000000000003
1622007944.1956081,2.2801
1622007944.1997933,2.25
1622007944.207961,2.1904
1622007944.2120602,2.1025
1622007944.2201123,2.0736
1622007944.2243843,2.0736
1622007944.2325673,1.9880999999999998
1622007944.236717,1.9043999999999996
1622007944.245037,1.9880999999999998
1622007944.2491267,2.4964000000000004
1622007944.2572906,4.0
1622007944.2613766,6.969600000000001
1622007944.2697053,10.956100000000001
1622007944.2735484,12.8881
1622007944.281589,11.424399999999999
1622007944.2856753,8.41
1622007944.293865,5.3361
1622007944.2978609,3.2041
1622007944.3061337,2.0736
1622007944.3103287,1.5376
1622007944.3188462,1.2321000000000002
1622007944.3226664,1.1449
1622007944.3309424,1.1449
1622007944.339002,1.2321000000000002
1622007944.343105,1.3688999999999998
1622007944.3513572,1.4884
1622007944.3553908,1.5129
1622007944.3637364,1.5129
1622007944.36792,1.5376
1622007944.3760448,1.5129
1622007944.3802197,1.6129
1622007944.388368,1.7689000000000001
1622007944.392267,1.9320999999999997
1622007944.4002986,2.1315999999999997
1622007944.4044492,2.4025000000000003
1622007944.4126544,2.4649
1622007944.4166431,2.5281000000000002
1622007944.4247375,2.5921000000000003
1622007944.4289155,2.6569
1622007944.4374444,2.6895999999999995
1622007944.4411902,2.7224999999999997
1622007944.44969,2.8223999999999996
1622007944.4538188,2.8899999999999997
1622007944.4619427,2.9240999999999997
1622007944.4658697,2.9929
1622007944.4741302,3.0276
1622007944.4783309,3.0276
1622007944.4861698,3.0276
1622007944.4944415,2.8899999999999997
1622007944.498833,2.6895999999999995
1622007944.506755,2.4964000000000004
1622007944.511226,2.2201
1622007944.519199,2.0164
1622007944.5232887,1.9320999999999997
1622007944.5313299,1.8496000000000004
1622007944.5354896,1.7956000000000003
1622007944.5436583,1.7689000000000001
1622007944.5477743,1.7424000000000002
1622007944.5557606,1.7689000000000001
1622007944.5599115,1.7689000000000001
1622007944.5682132,1.7689000000000001
1622007944.5725534,1.7424000000000002
1622007944.580723,1.7689000000000001
1622007944.58462,1.9043999999999996
1622007944.5929487,2.0448999999999997
1622007944.597085,2.0736
1622007944.6052723,2.0164
1622007944.609429,1.9880999999999998
1622007944.6175728,1.9599999999999997
1622007944.621473,2.0448999999999997
1622007944.6299074,2.1609
1622007944.638052,2.2201
1622007944.64211,2.3104
1622007944.6501808,2.4025000000000003
1622007944.6543596,2.4336
1622007944.6625135,2.4336
1622007944.6666038,2.4964000000000004
1622007944.674787,2.4649
1622007944.6789212,2.4336
1622007944.6870391,2.3716
1622007944.6910574,2.4025000000000003
1622007944.6991503,2.5600000000000005
1622007944.7035272,2.6569
1622007944.7117605,2.5921000000000003
1622007944.7156794,2.4649
1622007944.7240183,2.4649
1622007944.7281644,2.4649
1622007944.7363214,2.3716
1622007944.740268,2.2801
1622007944.74863,2.1904
1622007944.7528174,2.1904
1622007944.760908,2.2201
1622007944.764901,2.2801
1622007944.773275,2.1315999999999997
1622007944.781408,1.9599999999999997
1622007944.78534,1.9320999999999997
1622007944.7937481,2.4025000000000003
1622007944.7977164,3.7636
1622007944.8057911,6.604899999999999
1622007944.809916,10.889999999999999
1622007944.8180466,13.838400000000002
1622007944.822045,13.1769
1622007944.830188,9.985600000000002
1622007944.834264,6.6564000000000005
1622007944.8427553,4.3264000000000005
1622007944.8468492,2.8223999999999996
1622007944.8553815,1.9599999999999997
1622007944.8591828,1.5129
1622007944.8673723,1.3456
1622007944.8714185,1.3456
1622007944.879813,1.3456
1622007944.8837376,1.3923999999999999
1622007944.892132,1.3688999999999998
1622007944.8962631,1.4641
1622007944.904413,1.6641000000000001
1622007944.9082623,1.8225000000000002
1622007944.9167404,1.8769000000000002
1622007944.9206393,2.0736
1622007944.929106,2.2801
1622007944.9369202,2.4025000000000003
1622007944.9410248,2.4964000000000004
1622007944.9491649,2.6569
1622007944.9533818,2.6895999999999995
1622007944.9618533,2.7889
1622007944.9659886,2.9583999999999997
1622007944.9741328,3.0625
1622007944.9782665,3.1329000000000002
1622007944.9862044,3.24
1622007944.9902682,3.2761
1622007944.9987788,3.3124000000000002
1622007945.002575,3.3489000000000004
1622007945.010903,3.3856
1622007945.0148993,3.1684
1622007945.0231025,3.0276
1622007945.027429,2.9583999999999997
1622007945.0354402,2.7889
1622007945.0393734,2.6244000000000005
1622007945.0476773,2.4336
1622007945.0517561,2.2201
1622007945.0598414,2.0736
1622007945.0639386,1.9599999999999997
1622007945.072106,1.8496000000000004
1622007945.0801244,1.7956000000000003
1622007945.084256,1.8769000000000002
1622007945.0926902,1.8496000000000004
1622007945.0968292,1.7956000000000003
1622007945.1049428,1.7161000000000002
1622007945.1088793,1.7161000000000002
1622007945.1169324,1.7689000000000001
1622007945.121383,1.8496000000000004
1622007945.129501,1.8769000000000002
1622007945.1339014,1.8496000000000004
1622007945.1420467,1.8496000000000004
1622007945.1461575,1.8496000000000004
1622007945.1543655,1.7956000000000003
1622007945.1581914,1.8496000000000004
1622007945.1667564,1.9320999999999997
1622007945.1704807,1.9320999999999997
1622007945.179031,2.0448999999999997
1622007945.1828516,2.1904
1622007945.190918,2.1315999999999997
1622007945.1950185,1.9880999999999998
1622007945.2031846,1.9043999999999996
1622007945.2073073,1.9320999999999997
1622007945.215283,1.9880999999999998
1622007945.2237673,2.1315999999999997
1622007945.227844,2.2801
1622007945.2360525,2.3716
1622007945.2401614,2.4964000000000004
1622007945.2483552,2.5281000000000002
1622007945.2524283,2.4964000000000004
1622007945.2604856,2.4025000000000003
1622007945.264798,2.3409
1622007945.2729063,2.2801
1622007945.2769976,2.2201
1622007945.2854514,2.2201
1622007945.2895548,2.1904
1622007945.2977428,2.1904
1622007945.301837,2.1904
1622007945.3097272,2.2201
1622007945.3140686,2.1609
1622007945.3219755,1.9880999999999998
1622007945.3260207,1.8496000000000004
1622007945.3342602,1.8225000000000002
1622007945.3383741,2.2801
1622007945.3463078,3.7636
1622007945.3508208,6.864400000000001
1622007945.3588135,11.289599999999998
1622007945.3629203,14.44
1622007945.371307,13.7641
1622007945.3793697,10.240000000000002
1622007945.383494,6.604899999999999
1622007945.3916543,4.0804
1622007945.3958404,2.6244000000000005
1622007945.4039862,1.8225000000000002
1622007945.4080126,1.4161
1622007945.4162273,1.2321000000000002
1622007945.4205818,1.1881000000000002
1622007945.4287462,1.1881000000000002
1622007945.432846,1.2100000000000002
1622007945.441019,1.3224999999999998
1622007945.444905,1.4641
1622007945.4530628,1.5129
1622007945.4571776,1.5129
1622007945.4653234,1.6129
1622007945.469474,1.7161000000000002
1622007945.477486,1.8225000000000002
1622007945.4815803,1.9043999999999996
1622007945.4895797,1.9320999999999997
1622007945.4936957,1.9320999999999997
1622007945.5020607,2.0736
1622007945.5064175,2.3104
1622007945.51433,2.4649
1622007945.5226784,2.4964000000000004
1622007945.5271482,2.5281000000000002
1622007945.5353117,2.5600000000000005
1622007945.53905,2.6569
1622007945.5473325,2.7889
1622007945.551644,2.8560999999999996
1622007945.5595498,2.8223999999999996
1622007945.5636473,2.7556
1622007945.5719128,2.6569
1622007945.57623,2.5600000000000005
1622007945.584366,2.5281000000000002
1622007945.5881946,2.4336
1622007945.5963922,2.2201
1622007945.600479,2.0448999999999997
1622007945.6086764,1.9320999999999997
1622007945.6126978,1.8769000000000002
1622007945.6207473,1.7956000000000003
1622007945.6251538,1.7956000000000003
1622007945.6333923,1.8225000000000002
1622007945.6374507,1.8769000000000002
1622007945.6455047,2.0448999999999997
1622007945.6496773,2.2201
1622007945.6579297,2.1904
1622007945.6661012,2.0736
1622007945.670233,2.0736
1622007945.6784372,2.1609
1622007945.6823254,2.25
1622007945.6909475,2.3104
1622007945.694785,2.2801
1622007945.7032282,2.25
1622007945.7070327,2.3409
1622007945.7152011,2.3716
1622007945.7192507,2.3716
1622007945.7273645,2.4336
1622007945.731623,2.4649
1622007945.739751,2.4964000000000004
1622007945.7438807,2.6244000000000005
1622007945.751861,2.7224999999999997
1622007945.75618,2.6244000000000005
1622007945.764632,2.5281000000000002
1622007945.768473,2.4649
1622007945.776946,2.4336
1622007945.7807815,2.3716
1622007945.7891998,2.4964000000000004
1622007945.7930307,2.5600000000000005
1622007945.8015277,2.6244000000000005
1622007945.8056278,2.6569
1622007945.813792,2.6895999999999995
1622007945.8219981,2.6244000000000005
1622007945.8261151,2.5600000000000005
1622007945.8340728,2.4964000000000004
1622007945.8381047,2.4336
1622007945.846623,2.4025000000000003
1622007945.8504078,2.4336
1622007945.8584857,2.4025000000000003
1622007945.8626218,2.4025000000000003
1622007945.8707798,2.3716
1622007945.8747761,2.3409
1622007945.8828828,2.2801
1622007945.886975,2.1025
1622007945.8953748,1.8496000000000004
1622007945.8994389,1.9043999999999996
1622007945.9077682,2.6569
1622007945.9115796,4.5796
1622007945.91984,8.1225
1622007945.924181,12.180100000000001
1622007945.9323742,13.690000000000001
1622007945.9364944,11.4921
1622007945.9446104,8.0089
1622007945.9485443,5.107599999999999
1622007945.9570155,3.0976
1622007945.9651134,2.0448999999999997
1622007945.9691007,1.5376
1622007945.9774563,1.3456
1622007945.9813194,1.3224999999999998
1622007945.9895046,1.3688999999999998
1622007945.993651,1.3923999999999999
1622007946.0017667,1.44
1622007946.0059066,1.6129
1622007946.0140285,1.7689000000000001
1622007946.0182188,1.8496000000000004
1622007946.0266006,1.9043999999999996
1622007946.0305545,1.9880999999999998
1622007946.0389357,2.1025
1622007946.042789,2.25
1622007946.0512059,2.2801
1622007946.0549657,2.3409
1622007946.063259,2.4336
1622007946.0674329,2.4964000000000004
1622007946.0755844,2.5921000000000003
1622007946.0795877,2.7556
1622007946.087818,2.9240999999999997
1622007946.0917892,2.9929
1622007946.1002707,3.1684
1622007946.1043613,3.2761
1622007946.112384,3.2761
1622007946.1205335,3.2041
1622007946.1246896,3.2041
1622007946.1328516,3.0276
1622007946.1369805,2.7556
1622007946.1454196,2.5921000000000003
1622007946.149591,2.4649
1622007946.1577446,2.3716
1622007946.1618469,2.2201
1622007946.1700003,2.1025
1622007946.1741822,2.0448999999999997
1622007946.1822352,1.9599999999999997
1622007946.1866155,1.8769000000000002
1622007946.1948187,1.8225000000000002
1622007946.5631692,1.8225000000000002
1622007946.5688126,1.8769000000000002
1622007946.5691051,1.8496000000000004
1622007946.569416,1.8225000000000002
1622007946.5696337,1.8496000000000004
1622007946.5698843,1.8225000000000002
1622007946.5700889,1.7689000000000001
1622007946.5703459,1.7689000000000001
1622007946.5705755,1.8769000000000002
1622007946.5708556,1.9043999999999996
1622007946.57109,1.9880999999999998
1622007946.571297,2.1025
1622007946.5714836,2.2201
1622007946.5717099,2.25
1622007946.5719805,2.2801
1622007946.572362,2.3104
1622007946.5727437,2.25
1622007946.5729623,2.25
1622007946.5731401,2.2801
1622007946.573309,2.2201
1622007946.573464,2.1609
1622007946.573631,2.25
1622007946.5738032,2.3409
1622007946.5739522,2.3409
1622007946.5741236,2.3409
1622007946.5742896,2.3716
1622007946.5744414,2.4964000000000004
1622007946.5746229,2.6244000000000005
1622007946.5747867,2.6895999999999995
1622007946.5749388,2.6895999999999995
1622007946.5751123,2.5921000000000003
1622007946.5752642,2.4649
1622007946.5754132,2.4025000000000003
1622007946.5755835,2.3104
1622007946.5757334,2.2201
1622007946.5758958,2.1609
1622007946.5760598,2.2801
1622007946.576212,2.4025000000000003
1622007946.5763814,2.3716
1622007946.5765316,2.1904
1622007946.5767205,2.1025
1622007946.5769007,2.1609
1622007946.5771027,2.5921000000000003
1622007946.5772848,4.0
1622007946.5774565,6.760000000000001
1622007946.5776281,10.112400000000001
1622007946.577812,11.7649
1622007946.5779908,10.3041
1622007946.5781598,7.3441
1622007946.5783448,4.7089
1622007946.5785234,2.9929
1622007946.5791576,1.9043999999999996
1622007946.57945,1.44
1622007946.5796406,1.2995999999999999
1622007946.5799081,1.2768999999999997
1622007946.5801334,1.3456
1622007946.5803692,1.4641
1622007946.580641,1.5876000000000001
1622007946.580895,1.7424000000000002
1622007946.5810812,1.9599999999999997
1622007946.5812845,2.1025
1622007946.5814602,2.1904
1622007946.5872881,2.25
1622007946.591409,2.25
1622007946.599561,2.2201
1622007946.6037133,2.2201
1622007946.611951,2.2801
1622007946.6160064,2.3716
1622007946.6244638,2.5921000000000003
1622007946.6286738,2.7889
1622007946.636453,2.8899999999999997
1622007946.6405835,3.0276
1622007946.6487374,3.1329000000000002
1622007946.6528153,3.2041
1622007946.6609983,3.1684
1622007946.6651568,3.1684
1622007946.6735506,3.0976
1622007946.6774838,2.9929
1622007946.6856527,2.9929
1622007946.6898432,2.8560999999999996
1622007946.6979733,2.6895999999999995
1622007946.7062364,2.5281000000000002
1622007946.7104926,2.3104
1622007946.7184143,2.1025
1622007946.722597,1.9599999999999997
1622007946.7309763,1.9043999999999996
1622007946.7350512,1.9043999999999996
1622007946.74342,1.8769000000000002
1622007946.7474673,1.9043999999999996
1622007946.7554545,1.8769000000000002
1622007946.7596192,1.7956000000000003
1622007946.767836,1.7161000000000002
1622007946.7719216,1.7161000000000002
1622007946.7804205,1.7161000000000002
1622007946.7842975,1.7689000000000001
1622007946.7926197,1.8225000000000002
1622007946.7966418,1.8225000000000002
1622007946.8047428,1.8769000000000002
1622007946.8089132,2.0164
1622007946.8169649,2.1315999999999997
1622007946.8209734,2.1904
1622007946.8290987,2.1904
1622007946.8333077,2.1315999999999997
1622007946.8413584,2.1315999999999997
1622007946.8496373,2.1315999999999997
1622007946.8536103,2.1904
1622007946.8618832,2.1904
1622007946.8659704,2.2201
1622007946.8744724,2.1609
1622007946.8783948,2.1904
1622007946.8865252,2.25
1622007946.8907564,2.3716
1622007946.8989503,2.4336
1622007946.9029777,2.3716
1622007946.9111142,2.3104
1622007946.9153466,2.3409
1622007946.923598,2.4336
1622007946.9276237,2.5921000000000003
1622007946.935873,2.5600000000000005
1622007946.9398851,2.4336
1622007946.948044,2.3409
1622007946.9521747,2.2801
1622007946.9602044,2.2801
1622007946.9642816,2.2801
1622007946.9723678,2.25
1622007946.976587,2.25
1622007946.9849665,2.3409
1622007946.9891407,2.3409
1622007946.9971955,2.25
1622007947.0054047,2.0736
1622007947.0093925,1.8496000000000004
1622007947.0178823,1.9320999999999997
1622007947.021952,2.7224999999999997
1622007947.0300193,4.6225
1622007947.034079,7.896100000000001
1622007947.0423303,11.628100000000002
1622007947.046366,13.1044
1622007947.0548646,11.289599999999998
1622007947.0586753,8.1225
1622007947.0671737,5.2441
1622007947.0709743,3.2041
1622007947.0790036,2.1025
1622007947.0833135,1.5876000000000001
1622007947.091239,1.3923999999999999
1622007947.0952907,1.3224999999999998
1622007947.103587,1.2768999999999997
1622007947.107611,1.3456
1622007947.116025,1.3923999999999999
1622007947.1200597,1.4161
1622007947.1283379,1.5129
1622007947.1325128,1.6129
1622007947.1405423,1.7161000000000002
1622007947.148813,1.8496000000000004
1622007947.152596,1.9043999999999996
1622007947.160954,1.9599999999999997
1622007947.1651425,2.0448999999999997
1622007947.1734293,2.1609
1622007947.1775415,2.2201
1622007947.1858046,2.3409
1622007947.1900048,2.4336
1622007947.1982186,2.6244000000000005
1622007947.2020268,2.6895999999999995
1622007947.210093,2.6895999999999995
1622007947.214242,2.6569
1622007947.222432,2.6895999999999995
1622007947.2264352,2.6895999999999995
1622007947.2344792,2.7224999999999997
1622007947.2387147,2.6569
1622007947.2472405,2.5600000000000005
1622007947.250947,2.4649
1622007947.25934,2.4025000000000003
1622007947.2634585,2.4025000000000003
1622007947.2716546,2.4336
1622007947.275764,2.4025000000000003
1622007947.2839677,2.3716
1622007947.292143,2.2201
1622007947.2959838,1.9880999999999998
1622007947.3042214,1.9043999999999996
1622007947.30828,1.9320999999999997
1622007947.316846,1.9880999999999998
1622007947.3209848,1.9880999999999998
1622007947.3291209,1.9599999999999997
1622007947.487598,1.9599999999999997
1622007947.4879982,1.9880999999999998
1622007947.4883318,1.9599999999999997
1622007947.4886243,2.0164
1622007947.4888601,2.1315999999999997
1622007947.489164,2.1315999999999997
1622007947.4894989,2.1609
1622007947.4897897,2.1315999999999997
1622007947.489988,2.1609
1622007947.4902284,2.25
1622007947.4904642,2.3409
1622007947.4908047,2.4025000000000003
1622007947.491098,2.3716
1622007947.4913807,2.1904
1622007947.4916148,2.0736
1622007947.4918118,2.1315999999999997
1622007947.4921236,2.1904
1622007947.4923785,2.2201
1622007947.4926357,2.3409
1622007947.4928732,2.4025000000000003
1622007947.493164,2.3716
1622007947.4933898,2.3104
1622007947.4936612,2.3104
1622007947.49395,2.25
1622007947.494217,2.1904
1622007947.4944613,2.25
1622007947.496549,2.3104
1622007947.5008845,2.3716
1622007947.5091426,2.4964000000000004
1622007947.513542,2.6244000000000005
1622007947.5215816,2.5921000000000003
1622007947.5256124,2.5600000000000005
1622007947.5338583,2.5281000000000002
1622007947.5380147,2.4336
1622007947.5461762,2.3409
1622007947.550311,2.25
1622007947.5584822,2.2201
1622007947.562459,2.2201
1622007947.570369,2.1904
1622007947.5747705,2.1025
1622007947.5827684,1.9880999999999998
1622007947.5908809,2.1904
1622007947.5949397,3.0976
1622007947.6031218,5.2441
1622007947.607226,8.940100000000001
1622007947.6157825,12.96
1622007947.6197128,13.838400000000002
1622007947.6280475,11.4921
1622007947.6321373,8.0656
1622007947.6401925,5.107599999999999
1622007947.6444008,3.24
1622007947.6527276,2.2201
1622007947.6566815,1.6641000000000001
1622007947.6647666,1.4161
1622007947.6692154,1.2995999999999999
1622007947.6773639,1.2768999999999997
1622007947.6814654,1.3923999999999999
1622007947.689634,1.5129
1622007947.693768,1.5625
1622007947.7019868,1.6384
1622007947.7057474,1.7424000000000002
1622007947.7139006,1.7689000000000001
1622007947.7180066,1.7689000000000001
1622007947.7261803,1.8225000000000002
1622007947.7342083,1.9320999999999997
1622007947.7383213,2.0736
1622007947.7470036,2.1609
1622007947.7508512,2.2201
1622007947.7591348,2.3409
1622007947.76308,2.4649
1622007947.7712312,2.6244000000000005
1622007947.7756207,2.6569
1622007947.783764,2.7224999999999997
1622007947.7879465,2.8223999999999996
1622007947.796088,2.9240999999999997
1622007947.8002548,2.8560999999999996
1622007947.8082812,2.7889
1622007947.8126347,2.7556
1622007947.8207152,2.6895999999999995
1622007947.8245714,2.6244000000000005
1622007947.8329504,2.5600000000000005
1622007947.8371353,2.4964000000000004
1622007947.845005,2.4649
1622007947.8491092,2.4336
1622007947.8572752,2.2801
1622007947.8612802,2.1609
1622007947.8694098,2.0736
1622007947.8735044,2.0164
1622007947.8820264,1.9599999999999997
1622007947.8902223,1.9320999999999997
1622007947.8940818,1.8496000000000004
1622007947.9021344,1.8496000000000004
1622007947.906506,1.9043999999999996
1622007947.9146001,1.9599999999999997
1622007947.918658,2.0164
1622007947.9272575,2.0736
1622007947.9309864,2.1025
1622007947.9392886,2.1025
1622007947.9435885,2.1025
1622007947.951664,2.1025
1622007947.9558637,2.0448999999999997
1622007947.9640245,2.0736
1622007947.9681845,2.0736
1622007947.9760752,2.0736
1622007947.980185,2.0164
1622007947.9883468,2.0736
1622007947.9925113,2.1609
1622007948.0005717,2.25
1622007948.0046759,2.3104
1622007948.0130794,2.3104
1622007948.0171971,2.3409
1622007948.0253139,2.3716
1622007948.0334814,2.3409
1622007948.0376403,2.3409
1622007948.0454352,2.3104
1622007948.049547,2.2201
1622007948.0576627,2.1609
1622007948.0622554,2.1904
1622007948.0704443,2.25
1622007948.0742803,2.3716
1622007948.0826504,2.5921000000000003
1622007948.0866237,2.7224999999999997
1622007948.0950086,2.6895999999999995
1622007948.0990512,2.6244000000000005
1622007948.1072507,2.6244000000000005
1622007948.1112585,2.5281000000000002
1622007948.1194024,2.4336
1622007948.1235318,2.4649
1622007948.131697,2.5921000000000003
1622007948.135698,2.5921000000000003
1622007948.14389,2.5281000000000002
1622007948.1482115,2.4336
1622007948.1563745,2.2801
1622007948.160229,2.0448999999999997
1622007948.168453,1.9320999999999997
1622007948.1769092,2.1904
1622007948.1809378,3.2041
1622007948.1891878,5.522500000000001
1622007948.1933444,9.3636
1622007948.2016017,13.1044
1622007948.2057247,13.838400000000002
1622007948.2137017,11.4921
1622007948.217764,7.952399999999999
1622007948.2262204,5.0625
1622007948.230057,3.3124000000000002
1622007948.2381508,2.25
1622007948.242331,1.6384
1622007948.2504733,1.3923999999999999
1622007948.254641,1.2768999999999997
1622007948.2628095,1.2544000000000002
1622007948.2667918,1.3923999999999999
1622007948.2749336,1.5376
1622007948.2791214,1.6129
1622007948.2874446,1.7161000000000002
1622007948.29147,1.7689000000000001
1622007948.2996995,1.7689000000000001
1622007948.303636,1.7689000000000001
1622007948.3120737,1.9320999999999997
1622007948.3161433,2.0736
1622007948.3243048,2.1904
1622007948.3324478,2.3104
1622007948.3365939,2.3716
1622007948.344788,2.4025000000000003
1622007948.3486924,2.5281000000000002
1622007948.3571806,2.6244000000000005
1622007948.3613465,2.7556
1622007948.3695898,2.8560999999999996
1622007948.3737073,2.8223999999999996
1622007948.3815324,2.7556
1622007948.3856835,2.6895999999999995
1622007948.3938096,2.7224999999999997
1622007948.3979626,2.7224999999999997
1622007948.4060543,2.6895999999999995
1622007948.4101362,2.6244000000000005
1622007948.4186492,2.4964000000000004
1622007948.4227362,2.4336
1622007948.4308884,2.4336
1622007948.434759,2.3104
1622007948.4432542,2.1315999999999997
1622007948.4469788,2.0448999999999997
1622007948.4552727,2.0164
1622007948.4592252,1.9043999999999996
1622007948.4676528,1.8769000000000002
1622007948.4758434,1.8496000000000004
1622007948.4798427,1.8496000000000004
1622007948.488161,1.9043999999999996
1622007948.4923155,1.9320999999999997
1622007948.5004804,1.9043999999999996
1622007948.5047643,1.9043999999999996
1622007948.512663,1.8769000000000002
1622007948.5167317,1.9043999999999996
1622007948.5249248,2.0164
1622007948.5290427,2.1025
1622007948.5371678,2.1609
1622007948.5412257,2.1609
1622007948.5494728,2.1609
1622007948.5535793,2.25
1622007948.561999,2.3104
1622007948.566103,2.2801
1622007948.5742714,2.25
1622007948.5780153,2.2201
1622007948.586636,2.2201
1622007948.5904393,2.2201
1622007948.598648,2.2201
1622007948.602682,2.2201
1622007948.6108434,2.1904
1622007948.6190758,2.1904
1622007948.623197,2.1904
1622007948.6313238,2.1904
1622007948.6356652,2.2801
1622007948.6439238,2.3409
1622007948.64785,2.3716
1622007948.6559033,2.3716
1622007948.6600442,2.4336
1622007948.668201,2.4649
1622007948.6723535,2.4649
1622007948.6803691,2.4336
1622007948.6846771,2.5281000000000002
1622007948.6931093,2.6569
1622007948.6969593,2.6895999999999995
1622007948.7054217,2.6569
1622007948.7095222,2.5921000000000003
1622007948.717525,2.5600000000000005
1622007948.7218409,2.4336
